Partner Data Point File	- compression			
Start of Test Mon 10 Sep 2018 15:31:06				
Time ( min )	Stress ( psi )	Position ( in )	Load ( lbf )	Zone
0.385	0.1135	2847.4	Speed 1
0.38667	0.1135	2860	Speed 1
0.38833	0.1137	2872.7	Speed 1
0.39	0.1137	2885.1	Speed 1
0.39167	0.114	2897.4	Speed 1
0.39333	0.114	2910.1	Speed 1
0.395	0.114	2922.8	Speed 1
0.39667	0.1143	2935.1	Speed 1
0.39833	0.1143	2947.6	Speed 1
0.4	0.1145	2959.9	Speed 1
0.40167	0.1145	2972.3	Speed 1
0.40333	0.1148	2985.1	Speed 1
0.405	0.1148	2997.5	Speed 1
0.40667	0.1148	3010.1	Speed 1
0.40833	0.115	3022.6	Speed 1
0.41	0.115	3035.2	Speed 1
0.41167	0.1153	3047.6	Speed 1
0.41333	0.1153	3059.9	Speed 1
0.415	0.1153	3072.5	Speed 1
0.41667	0.1155	3085	Speed 1
0.41833	0.1155	3097.5	Speed 1
0.42	0.1158	3109.9	Speed 1
0.42167	0.1158	3122.4	Speed 1
0.42333	0.1158	3135.1	Speed 1
0.425	0.116	3147.6	Speed 1
0.42667	0.116	3159.8	Speed 1
0.42833	0.1162	3172.4	Speed 1
0.43	0.1162	3184.8	Speed 1
0.43167	0.1162	3197.4	Speed 1
0.43333	0.1165	3209.9	Speed 1
0.435	0.1165	3222.4	Speed 1
0.43667	0.1168	3235	Speed 1
0.43833	0.1168	3247.4	Speed 1
0.44	0.1168	3259.8	Speed 1
0.44167	0.117	3272.2	Speed 1
0.44333	0.117	3284.7	Speed 1
0.445	0.117	3297.3	Speed 1
0.44667	0.1173	3309.7	Speed 1
0.44833	0.1173	3322.5	Speed 1
0.45	0.1175	3334.8	Speed 1
0.45167	0.1175	3347.3	Speed 1
0.45333	0.1175	3359.6	Speed 1
0.455	0.1178	3372.1	Speed 1
0.45667	0.1178	3384.6	Speed 1
0.45833	0.1178	3397.1	Speed 1
0.46	0.118	3409.7	Speed 1
0.46167	0.118	3422.2	Speed 1
0.46333	0.118	3434.8	Speed 1
0.465	0.1183	3447.2	Speed 1
0.46667	0.1183	3459.6	Speed 1
0.46833	0.1185	3472.1	Speed 1
0.47	0.1185	3484.7	Speed 1
0.47167	0.1185	3497.2	Speed 1
0.47333	0.1188	3509.9	Speed 1
0.475	0.1188	3522.2	Speed 1
0.47667	0.1188	3534.7	Speed 1
0.47833	0.119	3547	Speed 1
0.48	0.119	3559.8	Speed 1
0.48167	0.119	3572.3	Speed 1
0.48333	0.1193	3584.6	Speed 1
0.485	0.1193	3596.9	Speed 1
0.48667	0.1193	3609.4	Speed 1
0.48833	0.1195	3622	Speed 1
0.49	0.1195	3634.5	Speed 1
0.49167	0.1195	3646.9	Speed 1
0.49333	0.1198	3659.2	Speed 1
0.495	0.1198	3671.5	Speed 1
0.49667	0.1198	3684.3	Speed 1
0.49833	0.12	3696.9	Speed 1
0.5	0.12	3709.4	Speed 1
0.50167	0.12	3722	Speed 1
0.50333	0.1202	3734.4	Speed 1
0.505	0.1202	3746.9	Speed 1
0.50667	0.1202	3759.4	Speed 1
0.50833	0.1205	3771.6	Speed 1
0.51	0.1205	3784.2	Speed 1
0.51167	0.1205	3796.6	Speed 1
0.51333	0.1205	3809.5	Speed 1
0.515	0.1208	3822.1	Speed 1
0.51667	0.1208	3834.5	Speed 1
0.51833	0.1208	3846.8	Speed 1
0.52	0.121	3859.2	Speed 1
0.52167	0.121	3871.6	Speed 1
0.52333	0.121	3884.1	Speed 1
0.525	0.1212	3896.6	Speed 1
0.52667	0.1212	3909.2	Speed 1
0.52833	0.1212	3921.9	Speed 1
0.53	0.1215	3934.2	Speed 1
0.53167	0.1215	3946.7	Speed 1
0.53333	0.1215	3959	Speed 1
0.535	0.1215	3971.5	Speed 1
0.53667	0.1218	3984.1	Speed 1
0.53833	0.1218	3996.6	Speed 1
0.54	0.1218	4009.1	Speed 1
0.54167	0.122	4021.7	Speed 1
0.54333	0.122	4034.4	Speed 1
0.545	0.122	4046.5	Speed 1
0.54667	0.122	4059	Speed 1
0.54833	0.1222	4071.5	Speed 1
0.55	0.1222	4083.9	Speed 1
0.55167	0.1222	4096.3	Speed 1
0.55333	0.1225	4108.9	Speed 1
0.555	0.1225	4121.4	Speed 1
0.55667	0.1225	4133.8	Speed 1
0.55833	0.1225	4146.4	Speed 1
0.56	0.1228	4158.9	Speed 1
0.56167	0.1228	4171.3	Speed 1
0.56333	0.1228	4184	Speed 1
0.565	0.1228	4196.8	Speed 1
0.56667	0.123	4209	Speed 1
0.56833	0.123	4221.5	Speed 1
0.57	0.123	4233.9	Speed 1
0.57167	0.123	4246.3	Speed 1
0.57333	0.1233	4258.8	Speed 1
0.575	0.1233	4271.3	Speed 1
0.57667	0.1233	4283.7	Speed 1
0.57833	0.1235	4296.3	Speed 1
0.58	0.1235	4308.9	Speed 1
0.58167	0.1235	4321.4	Speed 1
0.58333	0.1235	4333.9	Speed 1
0.585	0.1237	4346.5	Speed 1
0.58667	0.1237	4358.8	Speed 1
0.58833	0.1237	4371.2	Speed 1
0.59	0.1237	4383.7	Speed 1
0.59167	0.124	4396.3	Speed 1
0.59333	0.124	4408.8	Speed 1
0.595	0.124	4421.3	Speed 1
0.59667	0.124	4433.8	Speed 1
0.59833	0.1243	4446.4	Speed 1
0.6	0.1243	4458.9	Speed 1
0.60167	0.1243	4471.3	Speed 1
0.60333	0.1243	4484	Speed 1
0.605	0.1245	4496.2	Speed 1
0.60667	0.1245	4508.8	Speed 1
0.60833	0.1245	4521.4	Speed 1
0.61	0.1245	4533.8	Speed 1
0.61167	0.1247	4546.3	Speed 1
0.61333	0.1247	4558.8	Speed 1
0.615	0.1247	4571.2	Speed 1
0.61667	0.1247	4583.7	Speed 1
0.61833	0.125	4596.3	Speed 1
0.62	0.125	4608.7	Speed 1
0.62167	0.125	4621.3	Speed 1
0.62333	0.125	4633.9	Speed 1
0.625	0.125	4646.4	Speed 1
0.62667	0.1253	4658.6	Speed 1
0.62833	0.1253	4671	Speed 1
0.63	0.1253	4683.7	Speed 1
0.63167	0.1253	4696.3	Speed 1
0.63333	0.1255	4708.7	Speed 1
0.635	0.1255	4721.3	Speed 1
0.63667	0.1255	4733.8	Speed 1
0.63833	0.1255	4746.1	Speed 1
0.64	0.1255	4758.6	Speed 1
0.64167	0.1258	4771.1	Speed 1
0.64333	0.1258	4783.7	Speed 1
0.645	0.1258	4796	Speed 1
0.64667	0.1258	4808.4	Speed 1
0.64833	0.126	4821.1	Speed 1
0.65	0.126	4833.8	Speed 1
0.65167	0.126	4846.3	Speed 1
0.65333	0.126	4858.5	Speed 1
0.655	0.126	4871	Speed 1
0.65667	0.1263	4883.4	Speed 1
0.65833	0.1263	4896.2	Speed 1
0.66	0.1263	4908.6	Speed 1
0.66167	0.1263	4921.2	Speed 1
0.66333	0.1265	4933.5	Speed 1
0.665	0.1265	4946	Speed 1
0.66667	0.1265	4958.5	Speed 1
0.66833	0.1265	4971	Speed 1
0.67	0.1265	4983.7	Speed 1
0.67167	0.1268	4996.1	Speed 1
0.67333	0.1268	5008.7	Speed 1
0.675	0.1268	5021.1	Speed 1
0.67667	0.1268	5033.6	Speed 1
0.67833	0.127	5046	Speed 1
0.68	0.127	5058.4	Speed 1
0.68167	0.127	5071.1	Speed 1
0.68333	0.127	5083.5	Speed 1
0.685	0.127	5096	Speed 1
0.68667	0.1272	5108.4	Speed 1
0.68833	0.1272	5120.9	Speed 1
0.69	0.1272	5133.5	Speed 1
0.69167	0.1272	5145.8	Speed 1
0.69333	0.1272	5158	Speed 1
0.695	0.1275	5170.8	Speed 1
0.69667	0.1275	5183.4	Speed 1
0.69833	0.1275	5195.9	Speed 1
0.7	0.1275	5208.4	Speed 1
0.70167	0.1275	5220.9	Speed 1
0.70333	0.1277	5233.3	Speed 1
0.705	0.1277	5245.8	Speed 1
0.70667	0.1277	5258.5	Speed 1
0.70833	0.1277	5270.8	Speed 1
0.71	0.1277	5283.4	Speed 1
0.71167	0.128	5295.9	Speed 1
0.71333	0.128	5308.4	Speed 1
0.715	0.128	5320.8	Speed 1
0.71667	0.128	5333.2	Speed 1
0.71833	0.128	5345.8	Speed 1
0.72	0.1283	5358.4	Speed 1
0.72167	0.1283	5370.9	Speed 1
0.72333	0.1283	5383.4	Speed 1
0.725	0.1283	5395.8	Speed 1
0.72667	0.1283	5408.4	Speed 1
0.72833	0.1285	5420.9	Speed 1
0.73	0.1285	5433.4	Speed 1
0.73167	0.1285	5445.9	Speed 1
0.73333	0.1285	5458.3	Speed 1
0.735	0.1285	5470.6	Speed 1
0.73667	0.1285	5483.2	Speed 1
0.73833	0.1288	5495.8	Speed 1
0.74	0.1288	5508	Speed 1
0.74167	0.1288	5520.4	Speed 1
0.74333	0.1288	5533	Speed 1
0.745	0.1288	5545.4	Speed 1
0.74667	0.129	5557.9	Speed 1
0.74833	0.129	5570.3	Speed 1
0.75	0.129	5582.9	Speed 1
0.75167	0.129	5595.6	Speed 1
0.75333	0.129	5608.1	Speed 1
0.755	0.1293	5620.7	Speed 1
0.75667	0.1293	5633.2	Speed 1
0.75833	0.1293	5645.6	Speed 1
0.76	0.1293	5658.2	Speed 1
0.76167	0.1293	5670.9	Speed 1
0.76333	0.1293	5683.3	Speed 1
0.765	0.1295	5695.9	Speed 1
0.76667	0.1295	5708.3	Speed 1
0.76833	0.1295	5720.8	Speed 1
0.77	0.1295	5733.3	Speed 1
0.77167	0.1295	5745.8	Speed 1
0.77333	0.1297	5758.3	Speed 1
0.775	0.1297	5770.7	Speed 1
0.77667	0.1297	5783.1	Speed 1
0.77833	0.1297	5795.8	Speed 1
0.78	0.1297	5808.5	Speed 1
0.78167	0.1297	5820.7	Speed 1
0.78333	0.13	5833.3	Speed 1
0.785	0.13	5845.8	Speed 1
0.78667	0.13	5858.1	Speed 1
0.78833	0.13	5870.8	Speed 1
0.79	0.13	5883.2	Speed 1
0.79167	0.13	5895.8	Speed 1
0.79333	0.1303	5908.3	Speed 1
0.795	0.1303	5920.8	Speed 1
0.79667	0.1303	5933.4	Speed 1
0.79833	0.1303	5945.9	Speed 1
0.8	0.1303	5958.4	Speed 1
0.80167	0.1305	5970.7	Speed 1
0.80333	0.1305	5983.2	Speed 1
0.805	0.1305	5995.8	Speed 1
0.80667	0.1305	6008.2	Speed 1
0.80833	0.1305	6020.7	Speed 1
0.81	0.1305	6033.4	Speed 1
0.81167	0.1308	6045.8	Speed 1
0.81333	0.1308	6058.2	Speed 1
0.815	0.1308	6070.6	Speed 1
0.81667	0.1308	6083.1	Speed 1
0.81833	0.1308	6095.8	Speed 1
0.82	0.1308	6108.2	Speed 1
0.82167	0.131	6120.6	Speed 1
0.82333	0.131	6133	Speed 1
0.825	0.131	6145.6	Speed 1
0.82667	0.131	6158.1	Speed 1
0.82833	0.131	6170.7	Speed 1
0.83	0.131	6183.2	Speed 1
0.83167	0.1312	6195.9	Speed 1
0.83333	0.1312	6208.2	Speed 1
0.835	0.1312	6220.7	Speed 1
0.83667	0.1312	6233.3	Speed 1
0.83833	0.1312	6245.8	Speed 1
0.84	0.1312	6258.4	Speed 1
0.84167	0.1315	6270.6	Speed 1
0.84333	0.1315	6283.1	Speed 1
0.845	0.1315	6295.6	Speed 1
0.84667	0.1315	6308.2	Speed 1
0.84833	0.1315	6320.8	Speed 1
0.85	0.1315	6333.3	Speed 1
0.85167	0.1315	6345.8	Speed 1
0.85333	0.1318	6358.2	Speed 1
0.855	0.1318	6370.6	Speed 1
0.85667	0.1318	6383.1	Speed 1
0.85833	0.1318	6395.9	Speed 1
0.86	0.1318	6408.6	Speed 1
0.86167	0.1318	6421.1	Speed 1
0.86333	0.132	6433.6	Speed 1
0.865	0.132	6446.1	Speed 1
0.86667	0.132	6458.5	Speed 1
0.86833	0.132	6470.9	Speed 1
0.87	0.132	6483.5	Speed 1
0.87167	0.132	6496.1	Speed 1
0.87333	0.132	6508.5	Speed 1
0.875	0.1323	6521.1	Speed 1
0.87667	0.1323	6533.6	Speed 1
0.87833	0.1323	6545.9	Speed 1
0.88	0.1323	6558.3	Speed 1
0.88167	0.1323	6570.9	Speed 1
0.88333	0.1323	6583.5	Speed 1
0.885	0.1325	6595.8	Speed 1
0.88667	0.1325	6608.1	Speed 1
0.88833	0.1325	6620.7	Speed 1
0.89	0.1325	6633.1	Speed 1
0.89167	0.1325	6645.8	Speed 1
0.89333	0.1325	6658.4	Speed 1
0.895	0.1325	6670.8	Speed 1
0.89667	0.1328	6683.2	Speed 1
0.89833	0.1328	6695.7	Speed 1
0.9	0.1328	6708.3	Speed 1
0.90167	0.1328	6720.7	Speed 1
0.90333	0.1328	6733.6	Speed 1
0.905	0.1328	6745.8	Speed 1
0.90667	0.133	6758.3	Speed 1
0.90833	0.133	6770.7	Speed 1
0.91	0.133	6783.1	Speed 1
0.91167	0.133	6795.6	Speed 1
0.91333	0.133	6808.2	Speed 1
0.915	0.133	6820.9	Speed 1
0.91667	0.133	6833.2	Speed 1
0.91833	0.133	6845.5	Speed 1
0.92	0.1333	6858.1	Speed 1
0.92167	0.1333	6870.8	Speed 1
0.92333	0.1333	6883.4	Speed 1
0.925	0.1333	6895.8	Speed 1
0.92667	0.1333	6908.3	Speed 1
0.92833	0.1333	6920.8	Speed 1
0.93	0.1335	6933.1	Speed 1
0.93167	0.1335	6945.5	Speed 1
0.93333	0.1335	6958	Speed 1
0.935	0.1335	6970.7	Speed 1
0.93667	0.1335	6983.2	Speed 1
0.93833	0.1335	6995.8	Speed 1
0.94	0.1335	7008.2	Speed 1
0.94167	0.1335	7020.8	Speed 1
0.94333	0.1337	7033.2	Speed 1
0.945	0.1337	7045.5	Speed 1
0.94667	0.1337	7057.9	Speed 1
0.94833	0.1337	7070.7	Speed 1
0.95	0.1337	7083.2	Speed 1
0.95167	0.1337	7095.7	Speed 1
0.95333	0.134	7108	Speed 1
0.955	0.134	7120.6	Speed 1
0.95667	0.134	7133.3	Speed 1
0.95833	0.134	7145.6	Speed 1
0.96	0.134	7158.1	Speed 1
0.96167	0.134	7170.6	Speed 1
0.96333	0.134	7183.2	Speed 1
0.965	0.134	7195.7	Speed 1
0.96667	0.1343	7208	Speed 1
0.96833	0.1343	7220.6	Speed 1
0.97	0.1343	7233.3	Speed 1
0.97167	0.1343	7245.6	Speed 1
0.97333	0.1343	7257.9	Speed 1
0.975	0.1343	7270.5	Speed 1
0.97667	0.1343	7283.1	Speed 1
0.97833	0.1345	7295.6	Speed 1
0.98	0.1345	7307.9	Speed 1
0.98167	0.1345	7320.5	Speed 1
0.98333	0.1345	7333.1	Speed 1
0.985	0.1345	7345.7	Speed 1
0.98667	0.1345	7358.1	Speed 1
0.98833	0.1345	7370.8	Speed 1
0.99	0.1347	7383.2	Speed 1
0.99167	0.1347	7395.6	Speed 1
0.99333	0.1347	7408.2	Speed 1
0.995	0.1347	7420.7	Speed 1
0.99667	0.1347	7433.1	Speed 1
0.99833	0.1347	7445.6	Speed 1
1	0.1347	7458	Speed 1
1.00167	0.135	7470.5	Speed 1
1.00333	0.135	7482.9	Speed 1
1.005	0.135	7495.4	Speed 1
1.00667	0.135	7508.1	Speed 1
1.00833	0.135	7520.7	Speed 1
1.01	0.135	7533.3	Speed 1
1.01167	0.135	7545.7	Speed 1
1.01333	0.135	7558.2	Speed 1
1.015	0.1353	7570.6	Speed 1
1.01667	0.1353	7582.9	Speed 1
1.01833	0.1353	7595.3	Speed 1
1.02	0.1353	7608	Speed 1
1.02167	0.1353	7620.5	Speed 1
1.02333	0.1353	7633	Speed 1
1.025	0.1353	7645.5	Speed 1
1.02667	0.1353	7658	Speed 1
1.02833	0.1355	7670.5	Speed 1
1.03	0.1355	7683	Speed 1
1.03167	0.1355	7695.3	Speed 1
1.03333	0.1355	7707.8	Speed 1
1.035	0.1355	7720.3	Speed 1
1.03667	0.1355	7733.2	Speed 1
1.03833	0.1355	7745.5	Speed 1
1.04	0.1355	7758.1	Speed 1
1.04167	0.1358	7770.5	Speed 1
1.04333	0.1358	7783	Speed 1
1.045	0.1358	7795.4	Speed 1
1.04667	0.1358	7807.8	Speed 1
1.04833	0.1358	7820.3	Speed 1
1.05	0.1358	7833.1	Speed 1
1.05167	0.1358	7845.4	Speed 1
1.05333	0.136	7857.9	Speed 1
1.055	0.136	7870.3	Speed 1
1.05667	0.136	7882.7	Speed 1
1.05833	0.136	7895.4	Speed 1
1.06	0.136	7907.9	Speed 1
1.06167	0.136	7920.4	Speed 1
1.06333	0.136	7932.7	Speed 1
1.065	0.136	7945.6	Speed 1
1.06667	0.136	7958.1	Speed 1
1.06833	0.1363	7970.5	Speed 1
1.07	0.1363	7982.8	Speed 1
1.07167	0.1363	7995.4	Speed 1
1.07333	0.1363	8008.1	Speed 1
1.075	0.1363	8020.4	Speed 1
1.07667	0.1363	8033.1	Speed 1
1.07833	0.1363	8045.3	Speed 1
1.08	0.1365	8057.9	Speed 1
1.08167	0.1365	8070.3	Speed 1
1.08333	0.1365	8083	Speed 1
1.085	0.1365	8095.4	Speed 1
1.08667	0.1365	8107.9	Speed 1
1.08833	0.1365	8120.5	Speed 1
1.09	0.1365	8133	Speed 1
1.09167	0.1365	8145.5	Speed 1
1.09333	0.1365	8157.8	Speed 1
1.095	0.1368	8170.3	Speed 1
1.09667	0.1368	8182.9	Speed 1
1.09833	0.1368	8195.5	Speed 1
1.1	0.1368	8208.1	Speed 1
1.10167	0.1368	8220.4	Speed 1
1.10333	0.1368	8232.8	Speed 1
1.105	0.1368	8245.6	Speed 1
1.10667	0.137	8258	Speed 1
1.10833	0.137	8270.3	Speed 1
1.11	0.137	8282.8	Speed 1
1.11167	0.137	8295.4	Speed 1
1.11333	0.137	8308.1	Speed 1
1.115	0.137	8320.8	Speed 1
1.11667	0.137	8333	Speed 1
1.11833	0.137	8345.5	Speed 1
1.12	0.137	8358	Speed 1
1.12167	0.1372	8370.5	Speed 1
1.12333	0.1372	8382.8	Speed 1
1.125	0.1372	8395.6	Speed 1
1.12667	0.1372	8407.9	Speed 1
1.12833	0.1372	8420.5	Speed 1
1.13	0.1372	8433	Speed 1
1.13167	0.1372	8445.3	Speed 1
1.13333	0.1372	8457.8	Speed 1
1.135	0.1375	8470.4	Speed 1
1.13667	0.1375	8482.9	Speed 1
1.13833	0.1375	8495.4	Speed 1
1.14	0.1375	8507.7	Speed 1
1.14167	0.1375	8520.3	Speed 1
1.14333	0.1375	8533	Speed 1
1.145	0.1375	8545.3	Speed 1
1.14667	0.1375	8557.8	Speed 1
1.14833	0.1375	8570.5	Speed 1
1.15	0.1378	8583	Speed 1
1.15167	0.1378	8595.4	Speed 1
1.15333	0.1378	8608.1	Speed 1
1.155	0.1378	8620.6	Speed 1
1.15667	0.1378	8632.9	Speed 1
1.15833	0.1378	8645.6	Speed 1
1.16	0.1378	8658.1	Speed 1
1.16167	0.1378	8670.7	Speed 1
1.16333	0.138	8682.9	Speed 1
1.165	0.138	8695.2	Speed 1
1.16667	0.138	8707.8	Speed 1
1.16833	0.138	8720.4	Speed 1
1.17	0.138	8733	Speed 1
1.17167	0.138	8745.5	Speed 1
1.17333	0.138	8757.8	Speed 1
1.175	0.138	8770.4	Speed 1
1.17667	0.138	8783	Speed 1
1.17833	0.1383	8795.6	Speed 1
1.18	0.1383	8807.8	Speed 1
1.18167	0.1383	8820.3	Speed 1
1.18333	0.1383	8832.9	Speed 1
1.185	0.1383	8845.4	Speed 1
1.18667	0.1383	8858	Speed 1
1.18833	0.1383	8870.7	Speed 1
1.19	0.1383	8883.1	Speed 1
1.19167	0.1383	8895.6	Speed 1
1.19333	0.1385	8907.9	Speed 1
1.195	0.1385	8920.5	Speed 1
1.19667	0.1385	8933	Speed 1
1.19833	0.1385	8945.4	Speed 1
1.2	0.1385	8958.2	Speed 1
1.20167	0.1385	8970.6	Speed 1
1.20333	0.1385	8983.2	Speed 1
1.205	0.1385	8995.6	Speed 1
1.20667	0.1385	9008.1	Speed 1
1.20833	0.1388	9020.3	Speed 1
1.21	0.1388	9032.8	Speed 1
1.21167	0.1388	9045.4	Speed 1
1.21333	0.1388	9057.9	Speed 1
1.215	0.1388	9070.4	Speed 1
1.21667	0.1388	9082.8	Speed 1
1.21833	0.1388	9095.5	Speed 1
1.22	0.1388	9107.9	Speed 1
1.22167	0.139	9120.4	Speed 1
1.22333	0.139	9132.8	Speed 1
1.225	0.139	9145.5	Speed 1
1.22667	0.139	9157.8	Speed 1
1.22833	0.139	9170.5	Speed 1
1.23	0.139	9183	Speed 1
1.23167	0.139	9195.6	Speed 1
1.23333	0.139	9208	Speed 1
1.235	0.139	9220.6	Speed 1
1.23667	0.139	9233.1	Speed 1
1.23833	0.1393	9245.6	Speed 1
1.24	0.1393	9258.1	Speed 1
1.24167	0.1393	9270.4	Speed 1
1.24333	0.1393	9282.9	Speed 1
1.245	0.1393	9295.5	Speed 1
1.24667	0.1393	9308	Speed 1
1.24833	0.1393	9320.4	Speed 1
1.25	0.1393	9333	Speed 1
1.25167	0.1393	9345.5	Speed 1
1.25333	0.1395	9357.9	Speed 1
1.255	0.1395	9370.3	Speed 1
1.25667	0.1395	9382.9	Speed 1
1.25833	0.1395	9395.4	Speed 1
1.26	0.1395	9408.1	Speed 1
1.26167	0.1395	9420.7	Speed 1
1.26333	0.1395	9432.9	Speed 1
1.265	0.1395	9445.5	Speed 1
1.26667	0.1395	9458	Speed 1
1.26833	0.1395	9470.5	Speed 1
1.27	0.1398	9482.9	Speed 1
1.27167	0.1398	9495.6	Speed 1
1.27333	0.1398	9508	Speed 1
1.275	0.1398	9520.6	Speed 1
1.27667	0.1398	9533	Speed 1
1.27833	0.1398	9545.8	Speed 1
1.28	0.1398	9558.2	Speed 1
1.28167	0.1398	9570.5	Speed 1
1.28333	0.1398	9582.9	Speed 1
1.285	0.14	9595.3	Speed 1
1.28667	0.14	9607.8	Speed 1
1.28833	0.14	9620.4	Speed 1
1.29	0.14	9633	Speed 1
1.29167	0.14	9645.4	Speed 1
1.29333	0.14	9657.9	Speed 1
1.295	0.14	9670.5	Speed 1
1.29667	0.14	9683.1	Speed 1
1.29833	0.14	9695.3	Speed 1
1.3	0.14	9708	Speed 1
1.30167	0.1403	9720.4	Speed 1
1.30333	0.1403	9733.1	Speed 1
1.305	0.1403	9745.5	Speed 1
1.30667	0.1403	9758.1	Speed 1
1.30833	0.1403	9770.4	Speed 1
1.31	0.1403	9783.2	Speed 1
1.31167	0.1403	9795.6	Speed 1
1.31333	0.1403	9808.1	Speed 1
1.315	0.1403	9820.6	Speed 1
1.31667	0.1405	9833.3	Speed 1
1.31833	0.1405	9845.6	Speed 1
1.32	0.1405	9857.9	Speed 1
1.32167	0.1405	9870.4	Speed 1
1.32333	0.1405	9883.1	Speed 1
1.325	0.1405	9895.6	Speed 1
1.32667	0.1405	9908.1	Speed 1
1.32833	0.1405	9920.5	Speed 1
1.33	0.1405	9932.9	Speed 1
1.33167	0.1405	9945.6	Speed 1
1.33333	0.1407	9958	Speed 1
1.335	0.1407	9970.4	Speed 1
1.33667	0.1407	9983	Speed 1
1.33833	0.1407	9995.4	Speed 1
1.34	0.1407	10008	Speed 1
1.34167	0.1407	10020.5	Speed 1
1.34333	0.1407	10033.1	Speed 1
1.345	0.1407	10045.7	Speed 1
1.34667	0.1407	10058.2	Speed 1
1.34833	0.1407	10070.6	Speed 1
1.35	0.141	10083.1	Speed 1
1.35167	0.141	10095.4	Speed 1
1.35333	0.141	10108	Speed 1
1.355	0.141	10120.9	Speed 1
1.35667	0.141	10133	Speed 1
1.35833	0.141	10145.6	Speed 1
1.36	0.141	10158	Speed 1
1.36167	0.141	10170.5	Speed 1
1.36333	0.141	10182.9	Speed 1
1.365	0.141	10195.6	Speed 1
1.36667	0.1412	10208.1	Speed 1
1.36833	0.1412	10220.4	Speed 1
1.37	0.1412	10233.1	Speed 1
1.37167	0.1412	10245.5	Speed 1
1.37333	0.1412	10258	Speed 1
1.375	0.1412	10270.6	Speed 1
1.37667	0.1412	10283.2	Speed 1
1.37833	0.1412	10295.4	Speed 1
1.38	0.1412	10308.1	Speed 1
1.38167	0.1412	10320.6	Speed 1
1.38333	0.1415	10333.2	Speed 1
1.385	0.1415	10345.7	Speed 1
1.38667	0.1415	10358.1	Speed 1
1.38833	0.1415	10370.7	Speed 1
1.39	0.1415	10383.3	Speed 1
1.39167	0.1415	10395.6	Speed 1
1.39333	0.1415	10408.4	Speed 1
1.395	0.1415	10420.7	Speed 1
1.39667	0.1415	10433.2	Speed 1
1.39833	0.1415	10445.6	Speed 1
1.4	0.1415	10458.1	Speed 1
1.40167	0.1418	10470.3	Speed 1
1.40333	0.1418	10483	Speed 1
1.405	0.1418	10495.5	Speed 1
1.40667	0.1418	10507.8	Speed 1
1.40833	0.1418	10520.5	Speed 1
1.41	0.1418	10533.2	Speed 1
1.41167	0.1418	10545.6	Speed 1
1.41333	0.1418	10557.9	Speed 1
1.415	0.1418	10570.6	Speed 1
1.41667	0.142	10583.1	Speed 1
1.41833	0.142	10595.8	Speed 1
1.42	0.142	10608	Speed 1
1.42167	0.142	10620.6	Speed 1
1.42333	0.142	10633.1	Speed 1
1.425	0.142	10645.7	Speed 1
1.42667	0.142	10658.2	Speed 1
1.42833	0.142	10670.8	Speed 1
1.43	0.142	10683.3	Speed 1
1.43167	0.142	10695.5	Speed 1
1.43333	0.142	10708.2	Speed 1
1.435	0.1423	10720.7	Speed 1
1.43667	0.1423	10733.1	Speed 1
1.43833	0.1423	10745.7	Speed 1
1.44	0.1423	10758.1	Speed 1
1.44167	0.1423	10770.6	Speed 1
1.44333	0.1423	10783.1	Speed 1
1.445	0.1423	10795.6	Speed 1
1.44667	0.1423	10808	Speed 1
1.44833	0.1423	10820.5	Speed 1
1.45	0.1423	10833	Speed 1
1.45167	0.1425	10845.7	Speed 1
1.45333	0.1425	10857.9	Speed 1
1.455	0.1425	10870.5	Speed 1
1.45667	0.1425	10883.1	Speed 1
1.45833	0.1425	10895.7	Speed 1
1.46	0.1425	10908.3	Speed 1
1.46167	0.1425	10920.6	Speed 1
1.46333	0.1425	10933.1	Speed 1
1.465	0.1425	10945.7	Speed 1
1.46667	0.1425	10958.1	Speed 1
1.46833	0.1425	10970.7	Speed 1
1.47	0.1428	10983.3	Speed 1
1.47167	0.1428	10995.6	Speed 1
1.47333	0.1428	11008.1	Speed 1
1.475	0.1428	11020.8	Speed 1
1.47667	0.1428	11033.5	Speed 1
1.47833	0.1428	11045.7	Speed 1
1.48	0.1428	11058.1	Speed 1
1.48167	0.1428	11070.5	Speed 1
1.48333	0.1428	11083	Speed 1
1.485	0.1428	11095.6	Speed 1
1.48667	0.143	11108.1	Speed 1
1.48833	0.143	11120.4	Speed 1
1.49	0.143	11133	Speed 1
1.49167	0.143	11145.4	Speed 1
1.49333	0.143	11158.3	Speed 1
1.495	0.143	11170.6	Speed 1
1.49667	0.143	11183.1	Speed 1
1.49833	0.143	11195.7	Speed 1
1.5	0.143	11208.3	Speed 1
1.50167	0.143	11220.7	Speed 1
1.50333	0.143	11233.2	Speed 1
1.505	0.1432	11245.7	Speed 1
1.50667	0.1432	11257.9	Speed 1
1.50833	0.1432	11270.4	Speed 1
1.51	0.1432	11283.3	Speed 1
1.51167	0.1432	11295.6	Speed 1
1.51333	0.1432	11308.1	Speed 1
1.515	0.1432	11320.7	Speed 1
1.51667	0.1432	11333.2	Speed 1
1.51833	0.1432	11345.6	Speed 1
1.52	0.1432	11358.1	Speed 1
1.52167	0.1432	11370.5	Speed 1
1.52333	0.1435	11383.1	Speed 1
1.525	0.1435	11395.5	Speed 1
1.52667	0.1435	11407.9	Speed 1
1.52833	0.1435	11420.5	Speed 1
1.53	0.1435	11433.2	Speed 1
